timestamp,consent,a_1_student_id,a_2_gender,a_3_class_group,b_1_i_enjoyed_the_course,b_2_classes_started_and_ended_on_time,b_3_participative_learning_environment,b_4_subject_content_delivered_according_to_course_outline_and_my_expectations,b_5_topics_were_clear_and_logically_developed,b_6_developed_my_oral_and_writing_skills,b_7_developed_my_reflective_and_critical_reasoning_skills,b_8_the_assessment_methods_assisted_me_to_learn,b_9_received_relevant_feedback,b_10_read_recommended_readings_and_notes,b_11_used_the_elearning_material_posted,c_1_principles_of_business_intelligence_and_the_dataops_philosophy,c_2_data_engineering_and_data_analytics,c_3_dashboarding_for_business-facing_and_customer-facing_analytics,c_4_regression_and_classification,c_5_clustering_and_association_rule_mining,c_6_serving_ml_models_through_a_restish_api_using_flask_in_python,c_7_time-series_analysis_time-series_forecasting_and_neural_networks,c_8_natural_language_processing,d_1_python_as_a_programming_language,d_2_vs_code_and_pycharm_for_coding_in_python,d_3_r_as_a_programming_language,d_4_r_studio_for_coding_in_r,d_5_jupyter_notebook_for_documenting_data_analytics_and_predictive_modelling_workflows,d_6_git_and_github,d_7_docker_for_containerization,d_8_power_bi_for_data_visualization,d_9_dbeaver_and_datagrip_for_data_management,d_10_postman_for_api_testing,d_11_flask_and_gunicorn_for_serving_ml_models,d_12_joblib_for_serialization_and_deserialization_of_models_as_pickle_files,d_13_slack_for_casual_communication_with_a_data_team,e_1_group_work,e_2_quizzes_at_the_end_of_each_module,e_3_lab_manuals,e_4_required_lab_work_submissions_at_the_end_of_each_module,e_5_labs_that_require_you_to_use_git_to_work_in_a_team_as_opposed_to_working_alone,e_6_labs_that_have_hidden_bonus_marks_or_advanced_level_submissions_for_extra_marks_in_addition_to_the_baseline,e_7_supplementary_videos_to_watch_as_an_additional_explanation_of_a_topic,e_8_supplementary_content_to_read,e_9_lecture_slides_used_during_the_class,e_10_lecture_notes_on_some_of_the_lecture_slides,e_11_the_quality_of_the_lectures_given,e_12_the_separation_of_theory_during_virtual_classes_and_practicals_during_in-person_classes,f_1_In_your_opinion_which_topics_(if_any)_should_be_added_to_the_Business_Intelligence_I_and_II_curriculum,f_2_In_your_opinion_which_topics_(if_any)_should_be_removed_from_the_Business_Intelligence_I_and_II_curriculum,f_3_Write_at_least_two_things_you_liked_about_the_teaching_and_learning_in_this_course,f_4_Write_at_least_one_recommendation_to_improve_the_teaching_and_learning_in_this_course_(for_future_classes),average_course_evaluation_rating,sentiment,average_level_of_learning_attained_rating,average_level_of_skills_and_competencies_rating,average_pedagogical_strategy_effectiveness_rating,absenteeism_percentage,text,clean_text,dominant_topic,topic_probability,topic_label
06-11-25 12:07,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",64,Female,Group C,5,5,5,5,5,3,5,5,5,3,5,5,4,4,3,5,5,5,4,3,4,3,2,3,4,2,2,1,4,4,3,5,4,5,4,4,4,4,5,4,5,5,5,4,None. The topics that are already there are quite exhaustive and cover pretty much what I thought entailed BI,Regression and classification. The module was quite hard to understand especially the different types of Regression models,"The material was delivered well. Like even though some topics were quite hard to understand the lecturer explained the content well without assuming we knew stuff.
The assignments given were good. Like they were comprehensive enough buy not too stressful to do
",The answers for the quiz should be provided after like we've done them for revision purposes,4.6364,positive,4.375,3.0769,4.4167,0.0,"The material was delivered well. Like even though some topics were quite hard to understand the lecturer explained the content well without assuming we knew stuff.
The assignments given were good. Like they were comprehensive enough buy not too stressful to do
 The answers for the quiz should be provided after like we've done them for revision purposes",material delivered well like even though topics quite hard understand lecturer explained content well without assuming knew stuff assignments given good like comprehensive enough buy not stressful answers quiz provided like 've done revision purposes,2,0.8514989236890532,Practical Labs & Hands-on Learning
06-11-25 12:07,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",65,Male,Group C,3,5,5,5,5,5,5,4,5,5,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,It was more of practical than theory,To reduce the contents of the notes the pages are too much,4.7273,positive,4.0,4.0769,4.0,8.7,It was more of practical than theory To reduce the contents of the notes the pages are too much,practical theory reduce contents notes pages much,0,0.8622747121907046,Course Content & Structure
06-11-25 12:09,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",66,Male,Group C,4,4,4,4,4,3,4,5,5,3,4,5,4,5,4,5,4,5,4,5,5,4,3,5,5,5,5,4,4,4,5,4,4,3,4,3,4,5,5,5,3,3,4,4,data governance,"none , i think all topics are appropriate to this level","The labs were engaging 
The classes were lively
",take away assignments,4.0,neutral,4.5,4.4615,3.9167,17.39,"The labs were engaging 
The classes were lively
 take away assignments",labs engaging classes lively take away assignments,2,0.6007495079469983,Practical Labs & Hands-on Learning
06-11-25 12:11,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",67,Male,Group C,3,5,4,4,4,5,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,I am content,Null,"It was vast and informative 
It exposed me to very interesting knowledge",Less slides,4.0909,neutral,3.0,3.3846,4.0,17.39,"It was vast and informative 
It exposed me to very interesting knowledge Less slides",vast informative exposed interesting knowledge less slides,2,0.839659567348621,Practical Labs & Hands-on Learning
06-11-25 12:14,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",68,Male,Group C,4,5,5,5,3,3,4,4,4,5,5,5,5,5,4,5,4,4,4,3,3,2,2,4,3,3,4,3,4,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,,,Interactive and Engaging,,4.2727,neutral,4.5,3.0769,3.1667,17.39,Interactive and Engaging ,interactive engaging,4,0.7320597087860674,Assessments & Feedback
06-11-25 12:17,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",69,Female,Group C,4,5,5,5,5,4,4,4,5,5,5,3,4,3,4,4,3,5,4,3,5,4,5,5,4,3,4,5,4,4,5,5,5,4,5,5,4,5,5,4,5,5,4,5,I feeel like databases and any information concerning databases,none,"I liked that it was more practical it keeps the unit interesting other than learning theory online
I liked that the lecturer had a lot of course work for us that will help boost our grades","I feel like for this unit it should be held in parts of the school where the WIFI is 
stable",4.6364,positive,3.75,4.3077,4.6667,33.33,"I liked that it was more practical it keeps the unit interesting other than learning theory online
I liked that the lecturer had a lot of course work for us that will help boost our grades I feel like for this unit it should be held in parts of the school where the WIFI is 
stable",liked practical keeps unit interesting learning theory online liked lecturer lot course work us help boost grades feel like unit held parts school wifi stable,2,0.7346174083134794,Practical Labs & Hands-on Learning
06-11-25 12:17,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",70,Male,Group C,5,5,5,4,5,5,4,5,4,4,5,5,5,3,4,5,5,5,4,5,5,3,3,4,4,3,4,3,4,5,5,4,5,5,5,4,4,4,5,5,5,5,4,5,I think the course exceeded my expectations and I'm really happy with the topics,None in my opinion,"I loved that most of these concepts were tied down to a real world application 

I also liked that the lecturer created pre-designed labs to help us understand a concept, before attempting it on our own",Breaking down of topics with many slides will help. I think the brain gets drained when we see very many slides on one topic alone,4.6364,positive,4.5,4.0,4.6667,21.74,"I loved that most of these concepts were tied down to a real world application 

I also liked that the lecturer created pre-designed labs to help us understand a concept, before attempting it on our own Breaking down of topics with many slides will help. I think the brain gets drained when we see very many slides on one topic alone",loved concepts tied real world application also liked lecturer created pre designed labs help us understand concept attempting breaking topics many slides help think brain gets drained see many slides one topic alone,0,0.8088290429607005,Course Content & Structure
06-11-25 12:17,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",71,Male,Group C,4,5,5,5,5,4,5,5,5,5,3,4,4,5,4,4,4,5,5,4,4,3,3,5,4,4,5,3,3,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,"More labs for Power BI in regard to using DAX Functions and quick measure, Power Query + scripting module, which would be a useful dashboarding skill for aspiring data analysts. More lab explanations on Docker and its practical implementation, with the use of LLMs.","Heavy OLAP cube design (multi-week focus on MOLAP/ROLAP) and Deep theoretical proofs in data warehousing (formal normalisation proofs, algorithmic complexity proofs) and technologies like Apache Kafka.","Clear and structured presentation of complex information, making it easier to understand key concepts and data.
","More Interactive classes with an emphasis on visual aids to explain complex topics, e.g., videos, Case studies, and real-life applications of the technologies and tools, and their relevance. Practical focus on real-world applications and strategic insights, which helps connect theory to actionable outcomes.",4.6364,positive,4.375,3.8462,4.25,17.39,"Clear and structured presentation of complex information, making it easier to understand key concepts and data.
 More Interactive classes with an emphasis on visual aids to explain complex topics, e.g., videos, Case studies, and real-life applications of the technologies and tools, and their relevance. Practical focus on real-world applications and strategic insights, which helps connect theory to actionable outcomes.",clear structured presentation complex information making easier understand key concepts data interactive classes emphasis visual aids explain complex topics e g videos case studies real life applications technologies tools relevance practical focus real world applications strategic insights helps connect theory actionable outcomes,0,0.9739773157424884,Course Content & Structure
06-11-25 12:18,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",72,Female,Group C,5,5,5,4,5,4,5,5,4,4,3,4,4,3,4,3,3,4,4,4,5,3,3,4,4,3,4,3,3,4,4,3,5,4,5,5,4,4,4,4,5,5,4,5,I think I'm satisfied with the curriculum,,"The videos we watched explaining how some of the concepts we learn are implemented in the real world
I also liked the topic on time series forecasting, and the use case we focused on: the stock market.","For topics with large content, it would be better to break down the slides. Reading notes from more than 200 slides can be daunting mentally.",4.4545,neutral,3.625,3.6154,4.5,13.04,"The videos we watched explaining how some of the concepts we learn are implemented in the real world
I also liked the topic on time series forecasting, and the use case we focused on: the stock market. For topics with large content, it would be better to break down the slides. Reading notes from more than 200 slides can be daunting mentally.",videos watched explaining concepts learn implemented real world also liked topic time series forecasting use case focused stock market topics large content would better break slides reading notes slides daunting mentally,0,0.7215324936133866,Course Content & Structure
06-11-25 12:19,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",73,Male,Group C,4,4,5,5,5,4,5,4,5,4,5,3,3,3,3,3,3,4,3,5,3,2,2,2,3,2,3,3,2,2,2,1,4,4,3,3,4,3,5,4,5,5,5,4,Data Science if it were to be condensed into a singular topic,,"1. The lecturer was quite graceful in explaining different topics and the required lab work.
2. The lab work was a bit hectic. Trying to go through each module while simultaneously covering theoretical practices was difficult.",Lab submissions should be made a little easier for the next groups.,4.5455,neutral,3.125,2.4615,4.0833,8.7,"1. The lecturer was quite graceful in explaining different topics and the required lab work.
2. The lab work was a bit hectic. Trying to go through each module while simultaneously covering theoretical practices was difficult. Lab submissions should be made a little easier for the next groups.",lecturer quite graceful explaining different topics required lab work lab work bit hectic trying go module simultaneously covering theoretical practices difficult lab submissions made little easier next groups,0,0.9610302195295956,Course Content & Structure
06-11-25 12:19,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",74,Female,Group C,2,4,5,4,5,4,4,5,4,4,4,3,3,3,2,3,4,4,2,3,3,4,4,2,3,2,3,2,2,2,2,3,4,5,4,5,3,3,4,3,5,5,4,4,,,I liked that the lecturer would stop during the lecture and ask questions to the students. I also liked that we had quizzes at the end of each module.,,4.0909,neutral,3.0,2.6923,4.0833,17.39,I liked that the lecturer would stop during the lecture and ask questions to the students. I also liked that we had quizzes at the end of each module. ,liked lecturer would stop lecture ask questions students also liked quizzes end module,2,0.8574900289881632,Practical Labs & Hands-on Learning
06-11-25 12:26,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",75,Male,Group C,4,5,4,5,5,3,3,5,4,2,4,1,3,2,3,4,4,4,3,4,5,3,5,3,5,1,3,2,2,2,3,3,5,5,3,4,4,1,1,3,2,2,4,5,"A separate application topic that links all the topics to real life jobs, rather than the end of every topic or in-between.Should not be examinable but should give the learner a more focused topic on how a topic can be used outside learning (reducing forgetfulness)",,"1. Having the online class as the teaching class and the physical class as the practical class. (Helps enhanced understanding since any problem would be instantly helped and you usually repeat what you said in the online class as you show it practically)
2. The labs were a good source of understanding","Less slides, a manageable amount for reading for exams should probably be released at the end of the semester",4.0,neutral,3.0,3.1538,3.25,21.74,"1. Having the online class as the teaching class and the physical class as the practical class. (Helps enhanced understanding since any problem would be instantly helped and you usually repeat what you said in the online class as you show it practically)
2. The labs were a good source of understanding Less slides, a manageable amount for reading for exams should probably be released at the end of the semester",online class teaching class physical class practical class helps enhanced understanding since problem would instantly helped usually repeat said online class show practically labs good source understanding less slides manageable amount reading exams probably released end semester,2,0.9291250405848562,Practical Labs & Hands-on Learning
06-11-25 12:32,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",76,Male,Group C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,4,4,4,3,3,4,4,4,4,None in mind,None in mind,The lab exposure,None to comment,3.0,negative,3.125,3.0769,3.75,0.0,The lab exposure None to comment,lab exposure none comment,3,0.5941430868664608,Learning Resources & Materials
06-11-25 12:36,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",77,Male,Group A,4,5,4,5,3,4,5,3,4,5,5,5,3,2,2,4,3,5,5,4,5,2,4,5,5,2,1,1,4,4,1,5,5,5,5,5,5,5,1,1,5,4,5,4,"Automation, Cybersecurity, ethics, data privacy, Convolutional neural network, Machine Learning, Penetration Testing","Relational Database, Non relational Database","The Quizs, The Coding part","Reduce the Notes Pleaaseeee!!!!! A lot of Content 
you can imagine 200-300 slides to read, this is a bit much 

Also To Teach us how code or explain the Lab submission Requirement 
",4.2727,neutral,3.625,3.3077,4.1667,0.0,"The Quizs, The Coding part Reduce the Notes Pleaaseeee!!!!! A lot of Content 
you can imagine 200-300 slides to read, this is a bit much 

Also To Teach us how code or explain the Lab submission Requirement 
",quizs coding part reduce notes pleaaseeee lot content imagine slides read bit much also teach us code explain lab submission requirement,3,0.9322709847147684,Learning Resources & Materials
06-11-25 13:00,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",78,Male,Group C,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Advanced Querying and Data Modeling,,"Hands-on, Practical Learning, Clear Guidance and Structured Content",Include more real-world case studies or industry-based projects,5.0,positive,5.0,5.0,5.0,8.7,"Hands-on, Practical Learning, Clear Guidance and Structured Content Include more real-world case studies or industry-based projects",hands practical learning clear guidance structured content include real world case studies industry based projects,0,0.633461840441929,Course Content & Structure
06-11-25 13:01,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",79,Female,Group C,3,4,4,4,3,3,4,4,3,3,4,4,3,2,3,4,3,3,3,3,4,3,3,2,4,4,4,3,3,3,3,5,5,4,3,4,5,5,3,3,3,3,3,4,Not any I know of,"None, all seem relevant for now",I liked the group work and the github collaborations for lab assignment,The number of slides tends to feel very overhwhelming.,3.5455,negative,3.125,3.3846,3.75,13.04,I liked the group work and the github collaborations for lab assignment The number of slides tends to feel very overhwhelming.,liked group work github collaborations lab assignment number slides tends feel overhwhelming,2,0.898810113234663,Practical Labs & Hands-on Learning
06-11-25 13:07,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",80,Female,Group C,4,4,4,5,5,4,3,4,4,3,4,5,4,4,4,3,4,3,3,3,4,4,3,4,4,3,5,3,3,3,3,4,5,5,5,3,4,4,3,3,4,4,3,4,None from me,The curriculum is okay,Group work and assignments,None from me,4.0,neutral,3.75,3.5385,3.9167,21.74,Group work and assignments None from me,group work assignments none,2,0.7972635844980032,Practical Labs & Hands-on Learning
06-11-25 13:19,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",81,Female,Group C,4,5,5,5,5,5,4,5,4,4,5,5,4,3,3,4,3,3,3,3,3,5,5,4,5,4,5,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,AI,Forecasting,The many course materials and coursework that helped deepen understanding,,4.6364,positive,3.5,4.1538,5.0,17.39,The many course materials and coursework that helped deepen understanding ,many course materials coursework helped deepen understanding,0,0.8388461064924059,Course Content & Structure
07-11-25 12:21,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",82,Male,Group B,5,5,5,5,5,3,5,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,3,5,5,5,5,5,3,5,4,5,5,4,5,5,4,5,5,5,5,,No,Practical Application in NVDIA stock,.,4.6364,positive,4.875,4.6154,4.75,25.0,Practical Application in NVDIA stock .,practical application nvdia stock,0,0.7966443318631483,Course Content & Structure
07-11-25 12:22,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",83,Male,Group B,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,3,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,3,3,3,I think everything was covered,,"The lec planned his lessons really well 
The notes were descriptive enough to understand the unit",Maybe try lessen some of the notes.,2.9091,negative,3.0,2.3846,2.9167,10.0,"The lec planned his lessons really well 
The notes were descriptive enough to understand the unit Maybe try lessen some of the notes.",lec planned lessons really well notes descriptive enough understand unit maybe try lessen notes,3,0.7997770209172052,Learning Resources & Materials
07-11-25 12:22,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",84,Male,Group B,4,5,5,5,5,4,4,5,5,4,5,4,5,5,5,4,5,5,4,3,4,4,4,3,5,5,4,4,4,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,none,none,content delivery / further reading documents,none as for now,4.6364,positive,4.625,3.8462,5.0,30.0,content delivery / further reading documents none as for now,content delivery reading documents none,2,0.8394213589431847,Practical Labs & Hands-on Learning
07-11-25 12:23,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",85,Male,Group B,3,5,3,5,3,5,3,5,5,3,3,4,3,4,4,4,4,4,4,5,4,5,5,5,5,3,5,2,2,2,2,4,3,3,3,3,3,3,3,3,3,3,4,3,No idea,No idea,"Lab work
data analysis
docker,apis",Less assignments makes the unit hectic,3.9091,neutral,3.875,3.7692,3.0833,35.0,"Lab work
data analysis
docker,apis Less assignments makes the unit hectic",lab work data analysis docker apis less assignments makes unit hectic,0,0.6898074798896845,Course Content & Structure
07-11-25 12:23,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",86,Female,Group B,4,5,4,5,5,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,2,2,3,5,4,4,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,i have none tto suggest,none,standard to my career path,the teaching was okay,4.4545,neutral,4.0,3.4615,4.0,20.0,standard to my career path the teaching was okay,standard career path teaching okay,2,0.7962701192979851,Practical Labs & Hands-on Learning
07-11-25 12:23,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",87,Female,Group B,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,2,3,2,2,4,4,2,3,1,3,1,1,4,2,5,5,5,2,3,3,2,4,4,4,4,,,The work was well explained and I understood it. The notebooks were good way to learn the implementation.,,5.0,positive,4.625,2.4615,3.5833,10.0,The work was well explained and I understood it. The notebooks were good way to learn the implementation. ,work well explained understood notebooks good way learn implementation,0,0.9101708179312422,Course Content & Structure
07-11-25 12:24,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",88,Male,Group B,4,5,4,5,4,4,4,5,5,5,4,5,5,5,5,5,5,5,5,3,4,1,4,3,4,5,4,2,2,4,4,4,5,5,4,4,5,4,5,5,5,5,4,4,Dashboarding should be taught in Business Intelligence II than I,Regression should be removed from BI I,The lecturer explained extensively all the topics and guided during the lab assignments.,More of lab tutorials,4.4545,neutral,5.0,3.3846,4.5833,30.0,The lecturer explained extensively all the topics and guided during the lab assignments. More of lab tutorials,lecturer explained extensively topics guided lab assignments lab tutorials,0,0.8976955626921393,Course Content & Structure
07-11-25 12:24,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",89,Female,Group B,5,5,4,3,3,3,3,3,5,5,5,4,2,4,2,5,3,4,4,4,3,3,2,4,4,1,5,2,4,4,1,2,4,5,4,3,4,4,4,3,5,5,4,4,I don't have any recommendations.,"Not removed, but made easier to learn is data engineering, especially using Docker.",I liked the end-of-module quizzes and the lab assignments,To have the end of topic journals,4.0,neutral,3.5,3.0,4.0833,30.0,I liked the end-of-module quizzes and the lab assignments To have the end of topic journals,liked end module quizzes lab assignments end topic journals,2,0.9195920010655904,Practical Labs & Hands-on Learning
07-11-25 12:24,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",90,Male,Group B,5,5,5,5,5,4,5,5,3,5,5,5,5,5,5,5,4,4,5,5,5,3,3,3,5,5,4,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,4,5,Data Sciece,none,Course delivery by the lecturer the way we separate theory and practical classes,More introduction to new Tools and softwares.,4.7273,positive,4.75,3.6923,4.9167,30.0,Course delivery by the lecturer the way we separate theory and practical classes More introduction to new Tools and softwares.,course delivery lecturer way separate theory practical classes introduction new tools softwares,0,0.7891894952311684,Course Content & Structure
07-11-25 12:24,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",91,Female,Group B,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None at the moment,None all were relevant,"The course was taught extensively
The course allowed me to have hands on experience through lab work",None at the moment,5.0,positive,5.0,5.0,5.0,20.0,"The course was taught extensively
The course allowed me to have hands on experience through lab work None at the moment",course taught extensively course allowed hands experience lab work none moment,4,0.8357882912166079,Assessments & Feedback
07-11-25 12:25,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",92,Female,Group B,4,5,4,5,4,4,5,5,5,5,5,5,3,5,3,5,4,4,5,4,5,2,2,3,5,3,4,2,3,4,3,3,3,4,3,3,3,4,4,3,5,5,3,3,,Sijui,"classes start and end on time 
The lectures are well taught",I have none,4.6364,positive,4.25,3.3077,3.5833,20.0,"classes start and end on time 
The lectures are well taught I have none",classes start end time lectures well taught none,3,0.7420043790868694,Learning Resources & Materials
07-11-25 12:25,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",93,Male,Group B,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,4,4,4,5,5,4,4,5,5,3,4,4,4,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,Transformers should be added as a separate focused topic.,None.,I enjoyed the labs and the quizzes,"Some of the tools did not run properly on school laptops, If this could be addressed for all future students, it would greatly improve the unit reception.",4.9091,positive,4.0,4.2308,5.0,20.0,"I enjoyed the labs and the quizzes Some of the tools did not run properly on school laptops, If this could be addressed for all future students, it would greatly improve the unit reception.",enjoyed labs quizzes tools not run properly school laptops could addressed future students would greatly improve unit reception,2,0.9267374694464988,Practical Labs & Hands-on Learning
07-11-25 12:25,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",94,Male,Group B,4,4,4,3,2,2,3,3,4,2,4,4,4,4,3,3,3,3,3,4,4,3,2,5,2,3,5,1,4,2,5,2,4,4,3,2,3,3,2,2,5,3,2,3,"Deep learning, Ethical AI and Data Governance, Cloud-Based BI Tools and Platforms",,"Emphasis on Hands-on Projects, Integration of Business Context",Replace a traditional final exam or large individual project with a team-based capstone project where students treat an instructor-provided dataset/scenario as a client request,3.1818,negative,3.375,3.2308,3.0,14.29,"Emphasis on Hands-on Projects, Integration of Business Context Replace a traditional final exam or large individual project with a team-based capstone project where students treat an instructor-provided dataset/scenario as a client request",emphasis hands projects integration business context replace traditional final exam large individual project team based capstone project students treat instructor provided dataset scenario client request,4,0.946272178693792,Assessments & Feedback
07-11-25 12:25,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",95,Male,Group B,4,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,4,5,5,5,3,5,5,5,5,5,5,3,3,4,4,3,4,connecting BI with cloud such as AWS,R notebooks,The balance between theory and practical lab sessions. The instructor’s clear explanations.,Include more project-based assessments or group case studies using real business datasets,4.6364,positive,5.0,4.5385,4.25,24.0,The balance between theory and practical lab sessions. The instructor’s clear explanations. Include more project-based assessments or group case studies using real business datasets,balance theory practical lab sessions instructor clear explanations include project based assessments group case studies using real business datasets,0,0.9544921604478008,Course Content & Structure
07-11-25 12:25,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",96,Female,Group B,4,5,4,5,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Power BI as a module,,Group work and communication,The slides were lengthy,4.0,neutral,4.0,4.0,4.0,20.0,Group work and communication The slides were lengthy,group work communication slides lengthy,2,0.7969674462616971,Practical Labs & Hands-on Learning
07-11-25 12:26,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",97,Female,Group B,2,5,3,2,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,none,nonr,it was interesting,he’s so strict,2.6364,negative,3.0,3.0,3.0,30.0,it was interesting he’s so strict,interesting strict,2,0.7332092926187622,Practical Labs & Hands-on Learning
07-11-25 12:26,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",98,Female,Group B,3,5,4,4,5,2,3,3,4,2,5,5,5,4,3,4,3,4,4,3,3,4,4,5,5,2,4,2,3,2,2,1,3,4,4,4,4,3,4,3,5,4,4,3,"integration of BI tools with cloud platforms (such as AWS, Azure, or Google Cloud)
real-world BI case studies and Power BI dashboard storytelling.",None necessarily need to be removed,"The practical approach by using different tools like Docker and Power BI, made it easier to connect theory with application.
The course helped me identify areas I can apply Business Intelligence in the future",A better way of communicating theory.. sometimes the content is too much making it too much information to process and understand at once,3.6364,negative,4.0,3.0769,3.75,5.0,"The practical approach by using different tools like Docker and Power BI, made it easier to connect theory with application.
The course helped me identify areas I can apply Business Intelligence in the future A better way of communicating theory.. sometimes the content is too much making it too much information to process and understand at once",practical approach using different tools like docker power bi made easier connect theory application course helped identify areas apply business intelligence future better way communicating theory sometimes content much making much information process understand,0,0.9708813214830708,Course Content & Structure
07-11-25 12:26,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",99,Female,Group B,5,5,3,5,4,3,5,5,5,5,5,4,4,4,3,3,4,4,3,3,4,3,3,4,4,4,4,4,4,4,3,3,5,5,5,5,5,3,5,5,5,5,5,5,I can't think of any,All topics were relevant,Lecture slides and lab instructions,Use some classes to summarize/revise the topic in addition to the quizzes atleast have a class discussion where students are free to ask questions abt the completed topic and get more clarification and better understanding especially for labs,4.5455,neutral,3.625,3.6154,4.8333,35.0,Lecture slides and lab instructions Use some classes to summarize/revise the topic in addition to the quizzes atleast have a class discussion where students are free to ask questions abt the completed topic and get more clarification and better understanding especially for labs,lecture slides lab instructions use classes summarize revise topic addition quizzes atleast class discussion students free ask questions abt completed topic get clarification better understanding especially labs,2,0.9588330737340848,Practical Labs & Hands-on Learning
